Gene,Non-unique Gene name,Annotation,gardnerella_leopoldii_UGent06.41,gardnerella_leopoldii_UMB6774,gardnerella_piotii_JNFY15,gardnerella_piotii_UGhent18.01,gardnerella_swidsinskii_GS9838-1,gardnerella_swidsinskii_JNFY3,gardnerella_vaginalis_ATCC14018,gardnerella_vaginalis_NR001
group_1145,,BrnT family toxin,,,,,MEHEBMPK_00800,JPHLBIEJ_01053,,
group_1143,,Txe/YoeB family addiction module toxin,GPLCAFGD_00178,IJGDKHFC_00670,,,,,,
group_1138,,type II toxin-antitoxin system RelB/DinJ family antitoxin,GPLCAFGD_00337,IJGDKHFC_01092,,,,,,
group_1136,,hypothetical protein,,,NCOBLFIM_00263,,,JPHLBIEJ_00376,,
group_1134,,type II toxin-antitoxin system YafQ family toxin,GPLCAFGD_00400,IJGDKHFC_00596,,,,,,
group_1132,,hypothetical protein,,,,,,,6_refound_57_stop,LDEEJEMD_01463
group_1125,,toxin-antitoxin system antitoxin subunit,,,,,MEHEBMPK_01105,JPHLBIEJ_00517,,
group_1122,,hypothetical protein,,,,,,,6_refound_30_stop,LDEEJEMD_00196
group_1117,,hypothetical protein,,,,,MEHEBMPK_01104,JPHLBIEJ_00518,,
group_1105,,hypothetical protein,,,NCOBLFIM_00728,CHHPJEJH_00151,,,,
group_1101,,hypothetical protein,,,,,,,HBKJMDBP_01249,LDEEJEMD_01450
group_1098,,prevent-host-death family protein,,,NCOBLFIM_00577,CHHPJEJH_00004,,,,
group_1094,,type II toxin-antitoxin system RelB/DinJ family antitoxin,,,,,MEHEBMPK_00454,JPHLBIEJ_00083,,
group_1090,,hypothetical protein,,,,,,,6_refound_41,LDEEJEMD_00732
group_1075,,type II toxin-antitoxin system RelB/DinJ family antitoxin,,,,,MEHEBMPK_00698,JPHLBIEJ_00333,,
group_1066,,hypothetical protein,,,,,MEHEBMPK_00155,JPHLBIEJ_00770,,
group_1048,,type II toxin-antitoxin system RelE/ParE family toxin,,,,,MEHEBMPK_01165,JPHLBIEJ_00454,,
group_1047,,hypothetical protein,GPLCAFGD_00270,,,,MEHEBMPK_01276,,,
group_1042,,hypothetical protein,,,,,,,HBKJMDBP_00720,LDEEJEMD_00966
group_1034,,metallopeptidase family protein,,,NCOBLFIM_01034,CHHPJEJH_00460,,,,
group_1033,,hypothetical protein,,,NCOBLFIM_00059,CHHPJEJH_00717,,,,
group_1032,,hypothetical protein,,,,,,,HBKJMDBP_00604,LDEEJEMD_00827
group_1031,,hypothetical protein,,,,,MEHEBMPK_00890,JPHLBIEJ_01174,,
group_1023,,hypothetical protein,,,NCOBLFIM_00264,,,JPHLBIEJ_00375,,
group_1018,,hypothetical protein,GPLCAFGD_00913,1_refound_7_stop,,,,,,
group_1015,,hypothetical protein,,,,,,,6_refound_49,LDEEJEMD_01196
group_1013,,IS256-like element IS1249 family transposase,,,,,MEHEBMPK_00556,JPHLBIEJ_00188,,
group_990,,hypothetical protein,GPLCAFGD_00267,,,,MEHEBMPK_01273,,,
ebgC,ebgC,Evolved beta-galactosidase subunit beta,,,,,,,HBKJMDBP_00326,LDEEJEMD_00153
group_973,,hypothetical protein,,,,,MEHEBMPK_01128,JPHLBIEJ_00491,,
group_972,,hypothetical protein,GPLCAFGD_00890,IJGDKHFC_00029,,,,,,
group_965,,GNAT family N-acetyltransferase,,IJGDKHFC_01121,,,,,HBKJMDBP_00491,
group_962,,XRE family transcriptional regulator,,,,,,,HBKJMDBP_00398,LDEEJEMD_00026
group_955,,hypothetical protein,GPLCAFGD_00280,,,,,JPHLBIEJ_01167,,
group_949,,hypothetical protein,GPLCAFGD_00174,IJGDKHFC_00674,,,,,,
group_942,,helix-turn-helix domain-containing protein,,,,,MEHEBMPK_01166,JPHLBIEJ_00453,,
group_939,,hypothetical protein,,,,,,,HBKJMDBP_01117,LDEEJEMD_00566
group_931,ruvX,Holliday junction resolvase RuvX,,,NCOBLFIM_01016,CHHPJEJH_00442,,,,
group_930,,sigma-70 family RNA polymerase sigma factor,,,NCOBLFIM_00262,,,JPHLBIEJ_00377,,
group_929,,hypothetical protein,,,,,,,HBKJMDBP_00940,LDEEJEMD_01216
group_928,,arginine repressor,,,NCOBLFIM_01046,CHHPJEJH_00472,,,,
group_925,,hypothetical protein,,,,,MEHEBMPK_00867,JPHLBIEJ_01132,,
group_922,,hypothetical protein,GPLCAFGD_00271,,,,MEHEBMPK_01277,,,
group_921,,silent information regulator protein Sir2,,,,,,,HBKJMDBP_00333,LDEEJEMD_00145
group_919,,peptidase,,,,,MEHEBMPK_00340,JPHLBIEJ_00938,,
group_911,,hypothetical protein,GPLCAFGD_00928,IJGDKHFC_00064,,,,,,
group_909,,hypothetical protein,,,NCOBLFIM_00266,,,JPHLBIEJ_00373,,
group_904,,ribosome-binding factor A,,,,,,,HBKJMDBP_01188,LDEEJEMD_01603
group_901,,hypothetical protein,,,NCOBLFIM_00066,CHHPJEJH_00724,,,,
group_898,,hypothetical protein,GPLCAFGD_00249,,,,MEHEBMPK_01259,,,
group_880,,hypothetical protein,GPLCAFGD_01177,IJGDKHFC_00314,,,,,,
casB,casB,type I-E CRISPR-associated protein Cse2/CasB,,,,,,,HBKJMDBP_00873,LDEEJEMD_01296
group_876,,arginine repressor,,,,,,,HBKJMDBP_00952,LDEEJEMD_01201
group_875,,hypothetical protein,,,NCOBLFIM_00125,CHHPJEJH_00783,,,,
group_873,,CarD family transcriptional regulator,,,NCOBLFIM_01040,CHHPJEJH_00466,,,,
group_866,,VanZ family protein,,,NCOBLFIM_00273,,,JPHLBIEJ_00365,,
group_865,,zinc ribbon domain-containing protein,GPLCAFGD_00465,IJGDKHFC_00538,,,,,,
group_864,,pilus assembly protein,,,,,,,HBKJMDBP_00155,LDEEJEMD_00344
group_860,,hypothetical protein,,,NCOBLFIM_00016,CHHPJEJH_00672,,,,
group_859,,hypothetical protein,GPLCAFGD_01079,IJGDKHFC_00216,,,,,,
tenA,tenA,Aminopyrimidine aminohydrolase,,,,CHHPJEJH_00889,,,HBKJMDBP_00541,
group_854,,ECF transporter S component,,,NCOBLFIM_00924,CHHPJEJH_00348,,,,
group_838,,GNAT family N-acetyltransferase,,,NCOBLFIM_00442,CHHPJEJH_01080,,,,
group_837,,response regulator transcription factor,,,,,MEHEBMPK_00979,JPHLBIEJ_01267,,
group_835,,L-ribulose-5-phosphate 4-epimerase,,,,,,,HBKJMDBP_01162,LDEEJEMD_00629
group_833,,ABC transporter,,,,,,,HBKJMDBP_00384,LDEEJEMD_00045
group_831,,phosphoribosylanthranilate isomerase,,,NCOBLFIM_00928,CHHPJEJH_00352,,,,
group_828,,hypothetical protein,,,,,,,HBKJMDBP_01048,LDEEJEMD_01078
group_826,,hypothetical protein,,,NCOBLFIM_01069,,,,,7_refound_74_stop
group_822,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,,,,,,,HBKJMDBP_01115,7_refound_86
group_821,,HAD family hydrolase,,,NCOBLFIM_00931,CHHPJEJH_00355,,,,
group_820,,ECF transporter S component,,,NCOBLFIM_00430,CHHPJEJH_01071,,,,
group_818,,site-specific DNA-methyltransferase,,,,,MEHEBMPK_00886,JPHLBIEJ_01159,,
group_816,,hypothetical protein,,,NCOBLFIM_00394,CHHPJEJH_01033,,,,
group_815,,hypothetical protein,,,,,,,HBKJMDBP_00202,7_refound_80
group_814,,hypothetical protein,,,,,,,HBKJMDBP_01086,LDEEJEMD_01028
group_813,,DeoR/GlpR family DNA-binding transcription regulator,,,NCOBLFIM_00921,CHHPJEJH_00345,,,,
group_812,,hypothetical protein,,,,,MEHEBMPK_00977,JPHLBIEJ_01265,,
group_808,,hypothetical protein,,,,,,,HBKJMDBP_00958,LDEEJEMD_01193
group_805,,response regulator transcription factor,,,NCOBLFIM_01038,CHHPJEJH_00464,,,,
group_804,,ABC transporter permease,,,,,MEHEBMPK_00976,JPHLBIEJ_01264,,
group_794,,LD-transpeptidase,GPLCAFGD_00440,IJGDKHFC_00557,,,,,,
group_791,,hypothetical protein,GPLCAFGD_00281,,,,,JPHLBIEJ_01168,,
group_790,,hypothetical protein,GPLCAFGD_00001,IJGDKHFC_00851,,,,,,
group_789,,hypothetical protein,,,,,,,HBKJMDBP_00220,LDEEJEMD_00275
group_787,,DNA polymerase III subunit epsilon,,,NCOBLFIM_00427,CHHPJEJH_01068,,,,
group_776,,glutamate racemase,,,,,,,HBKJMDBP_01049,LDEEJEMD_01077
murI,murI,glutamate racemase,,,NCOBLFIM_00360,CHHPJEJH_00997,,,,
group_775,,amidophosphoribosyltransferase,,,,,,,HBKJMDBP_00556,LDEEJEMD_00772
group_773,,LD-transpeptidase,,,,,MEHEBMPK_00996,JPHLBIEJ_01284,,
metK_1,metK_1,S-adenosylmethionine synthase,GPLCAFGD_00272,,,,MEHEBMPK_01278,,,
group_763,,energy-coupling factor ABC transporter ATP-binding protein,,,NCOBLFIM_00927,CHHPJEJH_00351,,,,
group_762,,KilA-N domain-containing protein,,IJGDKHFC_01112,,,,,HBKJMDBP_00763,
group_760,,toxin PezT,,,,,,,HBKJMDBP_00399,LDEEJEMD_00025
group_759,,ABC transporter permease,,,NCOBLFIM_01165,CHHPJEJH_00609,,,,
group_757,,HAD-IIB family hydrolase,,,NCOBLFIM_01035,CHHPJEJH_00461,,,,
group_755,,ABC transporter ATP-binding protein,,,NCOBLFIM_01163,CHHPJEJH_00607,,,,
group_753,,phosphomannomutase,,,,,,,HBKJMDBP_00555,LDEEJEMD_00771
group_751,,energy-coupling factor transporter transmembrane protein EcfT,,,NCOBLFIM_00925,CHHPJEJH_00349,,,,
group_748,,carbohydrate ABC transporter permease,,,,,,,HBKJMDBP_01091,LDEEJEMD_01021
group_746,,ABC transporter permease,GPLCAFGD_00870,IJGDKHFC_01079,,,,,,
group_744,,sugar ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_01169,LDEEJEMD_00635
group_740,,carbohydrate ABC transporter permease,,,NCOBLFIM_00940,CHHPJEJH_00364,,,,
group_739,,carbohydrate ABC transporter permease,GPLCAFGD_01207,IJGDKHFC_00344,,,,,,
group_738,,ABC transporter permease,,,,,MEHEBMPK_01147,JPHLBIEJ_00471,,
group_734,,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X),,,NCOBLFIM_00270,,,JPHLBIEJ_00368,,
group_733,,carbohydrate ABC transporter permease,,,,,,,HBKJMDBP_00394,LDEEJEMD_00031
group_730,,hypothetical protein,GPLCAFGD_00893,IJGDKHFC_00031,,,,,,
group_728,,hypothetical protein,,,,,MEHEBMPK_00911,JPHLBIEJ_01199,,
group_725,,energy-coupling factor ABC transporter ATP-binding protein,,,NCOBLFIM_00926,CHHPJEJH_00350,,,,
group_724,,ATP-binding cassette domain-containing protein,,,NCOBLFIM_00015,CHHPJEJH_00671,,,,
group_719,,ABC transporter permease,,,,,,,HBKJMDBP_01053,LDEEJEMD_01072
group_718,,phosphatase,,,,,,,HBKJMDBP_01047,LDEEJEMD_01079
group_714,,carbohydrate kinase,,,NCOBLFIM_00434,CHHPJEJH_01074,,,,
group_713,,PHP domain-containing protein,,,NCOBLFIM_00358,CHHPJEJH_00995,,,,
trmB,trmB,tRNA (guanine(46)-N(7))-methyltransferase TrmB,,,,,,,HBKJMDBP_01110,LDEEJEMD_00552
group_705,,hypothetical protein,,,,,,,HBKJMDBP_00816,LDEEJEMD_01360
group_701,,hypothetical protein,GPLCAFGD_00334,,,,,,,7_refound_62_stop
group_698,,ABC transporter permease,,,,,MEHEBMPK_00801,JPHLBIEJ_01054,,
group_696,,glycosyltransferase family 2 protein,,,,,MEHEBMPK_01141,JPHLBIEJ_00477,,
group_693,,DMT family transporter,,,,,MEHEBMPK_01143,JPHLBIEJ_00475,,
group_692,,subtype I-E CRISPR-associated endonuclease Cas1,,,,,,,HBKJMDBP_00869,LDEEJEMD_01299
group_691,,ABC transporter ATP-binding protein,,,,,MEHEBMPK_00975,JPHLBIEJ_01263,,
group_686,,hypothetical protein,,,,,,,HBKJMDBP_01191,LDEEJEMD_01599
group_685,,ROK family protein,,,NCOBLFIM_00937,CHHPJEJH_00361,,,,
group_684,,class C sortase,,,NCOBLFIM_00822,CHHPJEJH_00246,,,,
group_681,,aldose epimerase,,,,,,,HBKJMDBP_00400,LDEEJEMD_00024
group_677,,ABC transporter permease,,,,,,,HBKJMDBP_00320,LDEEJEMD_00163
group_675,,sugar ABC transporter permease,GPLCAFGD_01206,IJGDKHFC_00343,,,,,,
group_674,,EamA family transporter,GPLCAFGD_00874,IJGDKHFC_01083,,,,,,
group_672,,glycosyltransferase family 2 protein,,,,,MEHEBMPK_01150,JPHLBIEJ_00468,,
group_670,,carbohydrate kinase family protein,,,NCOBLFIM_00929,CHHPJEJH_00353,,,,
group_668,,hypothetical protein,,,,,,,HBKJMDBP_00338,LDEEJEMD_00139
group_667,,sugar ABC transporter permease,,,NCOBLFIM_00939,CHHPJEJH_00363,,,,
group_662,,glycosyltransferase family 2 protein,GPLCAFGD_00872,IJGDKHFC_01081,,,,,,
group_661,,nucleoside hydrolase,,,NCOBLFIM_00930,CHHPJEJH_00354,,,,
group_659,,LacI family transcriptional regulator,,,,,,,HBKJMDBP_00336,LDEEJEMD_00142
group_658,,helix-turn-helix domain-containing protein,,,,,MEHEBMPK_00878,JPHLBIEJ_01142,,
group_656,,RNA methyltransferase,,,NCOBLFIM_01043,CHHPJEJH_00469,,,,
group_652,,type II CAAX endopeptidase family protein,GPLCAFGD_00917,IJGDKHFC_00053,,,,,,
group_651,,methicillin resistance protein,,,,,,,HBKJMDBP_01094,LDEEJEMD_00527
group_649,,CPBP family intramembrane metalloprotease,,,,,MEHEBMPK_01099,JPHLBIEJ_00524,,
group_648,,cation diffusion facilitator family transporter,,,NCOBLFIM_01042,CHHPJEJH_00468,,,,
group_647,,peptide ABC transporter permease,,,,,,,HBKJMDBP_01052,LDEEJEMD_01073
group_643,galE,UDP-glucose 4-epimerase GalE,,,,,,,HBKJMDBP_00396,LDEEJEMD_00029
group_641,,Abi family protein,,,,,MEHEBMPK_00438,JPHLBIEJ_01035,,
group_638,,LacI family transcriptional regulator,,,,,,,HBKJMDBP_00318,LDEEJEMD_00165
group_628,,ABC transporter permease,,,,,,,HBKJMDBP_00331,LDEEJEMD_00148
group_627,,NrtA/SsuA/CpmA family ABC transporter substrate-binding protein,,,NCOBLFIM_01164,CHHPJEJH_00608,,,,
group_625,,hypothetical protein,,,,,,,HBKJMDBP_00891,LDEEJEMD_01280
group_623,,ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_00329,LDEEJEMD_00150
group_621,,M48 family metalloprotease,,,NCOBLFIM_00608,CHHPJEJH_00034,,,,
group_619,,transcription termination/antitermination protein NusA,,,,,,,HBKJMDBP_01190,LDEEJEMD_01600
group_615,,dihydroneopterin aldolase,,,,,,,HBKJMDBP_01097,LDEEJEMD_00530
group_614,,LacI family DNA-binding transcriptional regulator,GPLCAFGD_01209,IJGDKHFC_00346,,,,,,
group_613,,DNA cytosine methyltransferase,,,,,MEHEBMPK_00887,JPHLBIEJ_01160,,
cas2e,cas2e,type I-E CRISPR-associated endoribonuclease Cas2e,,,,,MEHEBMPK_00466,JPHLBIEJ_00101,,
group_609,,Abi family protein,,,NCOBLFIM_00362,CHHPJEJH_01000,,,,
group_608,,Abi family protein,,,,,MEHEBMPK_00797,JPHLBIEJ_01050,,
cas7e,cas7e,type I-E CRISPR-associated protein Cas7/Cse4/CasC,,,,,,,HBKJMDBP_00872,LDEEJEMD_01297
group_596,,phenylalanine--tRNA ligase subunit alpha,,,,,,,HBKJMDBP_00954,LDEEJEMD_01197
group_594,,ROK family transcriptional regulator,,,,,,,HBKJMDBP_00395,LDEEJEMD_00030
pheS,pheS,phenylalanine--tRNA ligase subunit alpha,,,NCOBLFIM_01044,CHHPJEJH_00470,,,,
group_593,,hypothetical protein,,,NCOBLFIM_00705,CHHPJEJH_00128,,,,
group_585,,LicD family protein,GPLCAFGD_00876,IJGDKHFC_01085,,,,,,
group_582,,cell division protein FtsQ,,,,,,,HBKJMDBP_01065,LDEEJEMD_01049
group_578,,ROK family protein,,,,,,,HBKJMDBP_00646,LDEEJEMD_00879
group_571,,ROK family protein,,,NCOBLFIM_00936,CHHPJEJH_00360,,,,
group_570,,ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_01167,LDEEJEMD_00633
group_569,,LicD family protein,,,,,MEHEBMPK_01144,JPHLBIEJ_00474,,
mvk,mvk,mevalonate kinase,,,,,,,HBKJMDBP_00416,LDEEJEMD_00725
group_567,,BspA family leucine-rich repeat surface protein,GPLCAFGD_01048,IJGDKHFC_00184,,,,,,
group_558,,MFS transporter,,,,,,,HBKJMDBP_00643,LDEEJEMD_00875
group_556,,GDSL family lipase,,,NCOBLFIM_00934,CHHPJEJH_00358,,,,
group_550,,ABC transporter permease,,,,,MEHEBMPK_00802,JPHLBIEJ_01055,,
group_547,,Iron-sulfur cluster carrier protein,,,,,,,HBKJMDBP_00153,LDEEJEMD_00346
truB,truB,tRNA pseudouridine(55) synthase TruB,,,,,,,HBKJMDBP_01187,LDEEJEMD_01604
group_544,,iron-containing alcohol dehydrogenase,,,NCOBLFIM_00932,CHHPJEJH_00356,,,,
group_540,,hypothetical protein,,,NCOBLFIM_00111,CHHPJEJH_00769,,,,
group_533,,sugar ABC transporter permease,,,,,,,HBKJMDBP_01165,7_refound_87
group_532,,sugar ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_00319,LDEEJEMD_00164
group_530,,two-component sensor histidine kinase,,,,,MEHEBMPK_00978,JPHLBIEJ_01266,,
group_528,,hypothetical protein,GPLCAFGD_00056,IJGDKHFC_00796,,,,,,
group_524,,N-acyl-D-glucosamine 2-epimerase,,,,,,,HBKJMDBP_00636,7_refound_83
group_523,,acyltransferase,,,,,MEHEBMPK_01146,JPHLBIEJ_00472,,
group_522,,ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_01089,LDEEJEMD_01024
group_520,,ABC transporter ATP-binding protein,,,,,MEHEBMPK_01148,JPHLBIEJ_00470,,
group_519,,hypothetical protein,0_refound_3_stop,,,,MEHEBMPK_00258,,,
group_518,,hypothetical protein,GPLCAFGD_00844,IJGDKHFC_01048,,,,,,
group_513,,YcaO-like family protein,,,,,MEHEBMPK_00892,JPHLBIEJ_01176,,
group_511,,putative protein,,,,,,,HBKJMDBP_00881,LDEEJEMD_01290
galK,galK,galactokinase,,,,,,,HBKJMDBP_00389,LDEEJEMD_00039
group_509,,hypothetical protein,,,,,MEHEBMPK_00313,JPHLBIEJ_00912,,
group_508,,ABC transporter substrate-binding protein,GPLCAFGD_01205,IJGDKHFC_00342,,,,,,
group_505,,sugar ABC transporter substrate-binding protein,,,NCOBLFIM_00938,CHHPJEJH_00362,,,,
group_499,,hypothetical protein,,,,,MEHEBMPK_00883,JPHLBIEJ_01156,,
group_496,,ROK family transcriptional regulator,,,,,,,HBKJMDBP_00327,LDEEJEMD_00152
group_494,,zinc ribbon domain-containing protein,GPLCAFGD_00780,IJGDKHFC_00979,,,,,,
group_493,,ABC transporter ATP-binding protein,GPLCAFGD_00869,IJGDKHFC_01078,,,,,,
group_491,,PTS cellobiose transporter subunit IIC,,,,,,,HBKJMDBP_00391,LDEEJEMD_00035
group_489,,sugar ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_00107,LDEEJEMD_00403
group_487,,hypothetical protein,,,NCOBLFIM_00080,CHHPJEJH_00738,,,,
group_485,,bifunctional riboflavin kinase/FMN adenylyltransferase,,,,,,,HBKJMDBP_01186,LDEEJEMD_01605
group_484,,AAA family ATPase,,,,,MEHEBMPK_00214,JPHLBIEJ_00814,,
group_483,,sugar ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_00392,LDEEJEMD_00033
group_480,,LCP family protein,,,NCOBLFIM_01030,CHHPJEJH_00456,,,,
group_469,,MFS transporter,,,,,,,HBKJMDBP_00377,LDEEJEMD_00053
group_466,,LytR family transcriptional regulator,,,,,,,HBKJMDBP_00550,LDEEJEMD_00760
group_461,,glycoside hydrolase family 13 protein,GPLCAFGD_01208,IJGDKHFC_00345,,,,,,
group_460,,zinc ribbon domain-containing protein,GPLCAFGD_00843,IJGDKHFC_01047,,,,,,
group_457,,hypothetical protein,,,,,MEHEBMPK_00447,JPHLBIEJ_00074,,
group_453,,alpha-L-fucosidase,,,,,,,HBKJMDBP_00103,LDEEJEMD_00411
group_451,,glycoside hydrolase family 3 protein,GPLCAFGD_00406,IJGDKHFC_00590,,,,,,
group_447,,MFS transporter,,,NCOBLFIM_00933,CHHPJEJH_00357,,,,
group_446,,hypothetical protein,GPLCAFGD_00778,IJGDKHFC_00977,,,,,,
group_445,,conjugal transfer protein,,,,,,,HBKJMDBP_00842,LDEEJEMD_01330
group_442,,transcriptional regulator,,,,,,,HBKJMDBP_00551,LDEEJEMD_00761
group_441,,dihydrofolate synthase,,,,,,,HBKJMDBP_00385,LDEEJEMD_00044
group_440,,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,,,NCOBLFIM_00429,CHHPJEJH_01070,,,,
group_437,,G5 domain-containing protein,,,NCOBLFIM_00662,CHHPJEJH_00088,,,,
group_435,,LCP family protein,,,NCOBLFIM_01031,CHHPJEJH_00457,,,,
group_434,,histidine kinase,,,,,,,HBKJMDBP_00547,LDEEJEMD_00756
group_433,,PAS domain-containing sensor histidine kinase,,,NCOBLFIM_01027,CHHPJEJH_00453,,,,
group_425,,L-arabinose isomerase,,,,,,,HBKJMDBP_01161,LDEEJEMD_00628
group_423,,hypothetical protein,,,NCOBLFIM_00941,CHHPJEJH_00365,,,,
group_418,,ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_00330,LDEEJEMD_00149
group_416,,DNA helicase II,,,,,,,HBKJMDBP_01044,LDEEJEMD_01083
group_414,,Xaa-Pro aminopeptidase,,,,,,,HBKJMDBP_00381,LDEEJEMD_00048
group_413,,aminopeptidase P family protein,,,NCOBLFIM_00435,CHHPJEJH_01075,,,,
group_406,,hydroxyethylthiazole kinase,,,,,,,HBKJMDBP_00986,LDEEJEMD_01154
group_403,,ATPase,,,,,,,HBKJMDBP_01163,LDEEJEMD_00630
group_402,,ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_01050,LDEEJEMD_01076
group_400,,hypothetical protein,,,NCOBLFIM_01033,CHHPJEJH_00459,,,,
group_395,,glycosyltransferase family 39 protein,GPLCAFGD_00873,IJGDKHFC_01082,,,,,,
group_388,,peptidase,,,,,,,HBKJMDBP_00452,7_refound_82
group_387,,ABC transporter ATP-binding protein,,,,,MEHEBMPK_00804,JPHLBIEJ_01057,,
group_385,,VWA domain-containing protein,GPLCAFGD_00405,IJGDKHFC_00591,,,,,,
group_378,,cell division protein FtsK,,,NCOBLFIM_01029,CHHPJEJH_00455,,,,
group_377,,ABC transporter substrate-binding protein,,,,,MEHEBMPK_00803,JPHLBIEJ_01056,,
group_375,,AIPR family protein,,,NCOBLFIM_00276,,,,,7_refound_70
group_374,,hypothetical protein,,,NCOBLFIM_00259,,,JPHLBIEJ_00381,,
group_373,,kinase,,,,,,,HBKJMDBP_00099,LDEEJEMD_00415
group_372,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,,,,,,,HBKJMDBP_01071,LDEEJEMD_01043
group_370,,SpaH/EbpB family LPXTG-anchored major pilin,GPLCAFGD_00730,IJGDKHFC_00928,,,,,,
group_368,,PASTA domain-containing protein,GPLCAFGD_00490,IJGDKHFC_00513,,,,,,
group_366,,glycosyltransferase,,,,,MEHEBMPK_01149,JPHLBIEJ_00469,,
group_364,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase,,,,,,,HBKJMDBP_00386,LDEEJEMD_00043
group_363,,phosphotransferase,GPLCAFGD_00875,IJGDKHFC_01084,,,,,,
group_360,,ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_00982,LDEEJEMD_01159
group_357,,DEAD/DEAH box helicase,,,,,,,HBKJMDBP_01118,LDEEJEMD_00567
group_354,,phosphotransferase,,,,,MEHEBMPK_01142,JPHLBIEJ_00476,,
group_352,,ATP-binding cassette domain-containing protein,,,,,MEHEBMPK_00958,JPHLBIEJ_01246,,
group_350,,LacI family DNA-binding transcriptional regulator,,,NCOBLFIM_00923,CHHPJEJH_00347,,,,
group_349,,ATP-binding cassette domain-containing protein,,,NCOBLFIM_00298,CHHPJEJH_00935,,,,
group_344,,14-beta-N-acetylmuramidase,,,,,,,HBKJMDBP_00348,LDEEJEMD_00107
group_341,,DNA polymerase,,,NCOBLFIM_00267,,,JPHLBIEJ_00372,,
group_335,,ribonuclease J,,,NCOBLFIM_00437,CHHPJEJH_01077,,,,
group_334,,14-beta-N-acetylmuramidase,,,NCOBLFIM_00466,CHHPJEJH_01104,,,,
group_333,,RNase J family beta-CASP ribonuclease,,,,,,,HBKJMDBP_00379,LDEEJEMD_00051
group_332,,energy-coupling factor transporter ATPase,GPLCAFGD_00409,IJGDKHFC_00587,,,,,,
group_331,,chromosome partitioning protein ParA,,,,,MEHEBMPK_00990,,,7_refound_78_stop
group_327,,beta-N-acetylhexosaminidase,,,NCOBLFIM_00935,CHHPJEJH_00359,,,,
group_319,,ATP-binding cassette domain-containing protein,,,,,MEHEBMPK_00974,JPHLBIEJ_01262,,
group_318,,glucosyltransferase domain-containing protein,,,,,MEHEBMPK_01140,JPHLBIEJ_00478,,
group_317,,glycosyltransferase,GPLCAFGD_00868,IJGDKHFC_01077,,,,,,
group_313,,beta-carotene 1515'-monooxygenase,GPLCAFGD_00877,IJGDKHFC_01086,,,,,,
group_312,,primosome assembly protein PriA,,,,,,,HBKJMDBP_00923,7_refound_84
group_305,glgB,14-alpha-glucan branching protein GlgB,,,NCOBLFIM_01039,CHHPJEJH_00465,,,,
group_301,,choice-of-anchor M domain-containing protein,,,NCOBLFIM_00501,CHHPJEJH_01136,,,,
group_299,,glucosyltransferase domain-containing protein,,,,,MEHEBMPK_01145,JPHLBIEJ_00473,,
group_297,,hypothetical protein,,,,,,,HBKJMDBP_00505,LDEEJEMD_01009
group_295,,glycosyltransferase,GPLCAFGD_00871,IJGDKHFC_01080,,,,,,
group_294,,hypothetical protein,,,,,,,HBKJMDBP_00552_len,LDEEJEMD_00768;LDEEJEMD_00763;LDEEJEMD_00764;LDEEJEMD_00762
group_288,,hypothetical protein,,,NCOBLFIM_00657,CHHPJEJH_00083,,,,
group_274,,choice-of-anchor M domain-containing protein,,,NCOBLFIM_00499,CHHPJEJH_01134,,,,
group_255,,hypothetical protein,,,,,,,HBKJMDBP_00091,LDEEJEMD_00424
group_247,,hypothetical protein,,IJGDKHFC_01107,,,,JPHLBIEJ_01126,,
group_244,,acyltransferase,,,,,,,HBKJMDBP_00242,LDEEJEMD_00251
group_219,,FIVAR domain-containing protein,,,,CHHPJEJH_01169,,,,7_refound_77_stop
group_217,,zinc ribbon domain-containing protein,,IJGDKHFC_01108,,,,JPHLBIEJ_01125,,
group_207,pulA_2,type I pullulanase,,,,CHHPJEJH_00173,,,,7_refound_75_stop
group_202,pepN,aminopeptidase N,,,,,,,HBKJMDBP_00380,LDEEJEMD_00050
group_200,,kinase,,,NCOBLFIM_00655,CHHPJEJH_00081,,,,
pepN,pepN,aminopeptidase N,,,NCOBLFIM_00436,CHHPJEJH_01076,,,,
pheT,pheT,phenylalanine--tRNA ligase subunit beta,,,NCOBLFIM_01045,CHHPJEJH_00471,,,,
group_181,,hypothetical protein,GPLCAFGD_00262,,,,MEHEBMPK_01269,,,
group_168,,hypothetical protein,,,,,MEHEBMPK_00973,JPHLBIEJ_01261,,
group_164,,hypothetical protein,,,,,,,HBKJMDBP_00925,LDEEJEMD_01230
group_137,,peptidase,,,,,MEHEBMPK_00277,JPHLBIEJ_00876,,
